WKT,LINK_ID,PT_ADDR_ID,ADDRESS,DISP_LAT,DISP_LON,ST_NAME
POINT (34.83484 32.06525),834564916,243131744,20,32.06522,34.83471,"לח""י"
POINT (34.80839 32.08523),834556915,243115091,3,32.08543,34.80812,מקדונלד
POINT (34.83483 32.06528),834564916,243131745,19,32.06532,34.83496,"לח""י"
POINT (34.80832 32.08516),834556915,243115093,12,32.08504,34.80849,מקדונלד
POINT (34.80804 32.08502),834556915,243115092,8,32.08479,34.80816,מקדונלד
POINT (34.83249 32.05614),834838006,310650818,61,32.05621,34.83287,שדרות בן צבי
POINT (34.82113 32.0542),835220398,242979228,14,32.05424,34.821,חבקוק
POINT (34.83239 32.05631),834838006,310650819,57,32.05655,34.83273,שדרות בן צבי
POINT (34.82109 32.05403),835220398,242979227,16,32.05404,34.82096,חבקוק
POINT (34.83229 32.0564),834838006,310650820,55,32.05659,34.8325,שדרות בן צבי
POINT (34.82147 32.0551),835220398,242979230,3,32.05508,34.82156,חבקוק
POINT (34.82113 32.05393),835220398,242979229,13,32.05396,34.82124,חבקוק
POINT (34.82136 32.0548),835220398,242979224,8,32.05483,34.82124,חבקוק
POINT (34.83245 32.05625),834838006,310650815,59,32.05651,34.83295,שדרות בן צבי
POINT (34.82131 32.05468),835220398,242979223,7,32.05465,34.82142,חבקוק
POINT (34.83205 32.05651),834838006,310650816,51,32.05672,34.83213,שדרות בן צבי
POINT (34.82113 32.05422),835220398,242979226,11,32.05419,34.82124,חבקוק
POINT (34.83216 32.05648),834838006,310650817,53,32.05666,34.8323,שדרות בן צבי
POINT (34.82123 32.05446),835220398,242979225,9,32.05443,34.82133,חבקוק
POINT (34.82767 32.063),834581756,243063694,5,32.063,34.82781,אבנר מאיר
POINT (34.82445 32.06876),1157546125,243031014,229,32.06874,34.82463,"הרא""ה"
POINT (34.82768 32.06318),834581756,243063695,3,32.06318,34.82782,אבנר מאיר
POINT (34.82442 32.0686),1157546125,243031013,196,32.06863,34.82426,"הרא""ה"
POINT (34.81792 32.06751),835276728,310678677,7,32.06762,34.81796,סמטת אילון
POINT (34.82767 32.06307),834581756,243063696,6,32.06307,34.82754,אבנר מאיר
POINT (34.82465 32.06974),1157546125,243031012,211,32.06973,34.82478,"הרא""ה"
POINT (34.82768 32.06337),834581756,243063697,2,32.06337,34.82759,אבנר מאיר
POINT (34.82467 32.06986),1157546125,243031011,209,32.06985,34.82481,"הרא""ה"
POINT (34.82456 32.06931),1157546125,243031010,190,32.06933,34.82443,"הרא""ה"
POINT (34.82455 32.06925),1157546125,243031009,221,32.06923,34.82471,"הרא""ה"
POINT (34.82768 32.06323),834581756,243063693,4,32.06323,34.82757,אבנר מאיר
POINT (34.81735 32.06765),835276728,310678671,3,32.06775,34.81738,סמטת אילון
POINT (34.83166 32.04323),834544379,242898683,7,32.0432,34.83173,יהלום
POINT (34.82468 32.06994),1157546125,243031022,186,32.06997,34.82449,"הרא""ה"
POINT (34.81818 32.06744),835276728,310678672,9,32.06753,34.81821,סמטת אילון
POINT (34.83148 32.04295),834544379,242898682,11,32.04292,34.83156,יהלום
POINT (34.82445 32.06878),1157546125,243031021,194,32.06881,34.82431,"הרא""ה"
POINT (34.83154 32.04307),834544379,242898681,9,32.04302,34.83169,יהלום
POINT (34.82447 32.06888),1157546125,243031020,227,32.06884,34.82481,"הרא""ה"
POINT (34.8172 32.06769),835276728,310678670,1,32.06779,34.8171,סמטת אילון
POINT (34.83177 32.04359),834544379,242898680,3,32.0436,34.83187,יהלום
POINT (34.82465 32.06976),1157546125,243031019,188,32.0698,34.8244,"הרא""ה"
POINT (34.81768 32.06757),835276728,310678675,5,32.06766,34.81771,סמטת אילון
POINT (34.82768 32.06336),834581756,243063698,1,32.06336,34.82782,אבנר מאיר
POINT (34.82461 32.06957),1157546125,243031018,213,32.06955,34.82478,"הרא""ה"
POINT (34.81795 32.0675),835276728,310678676,8,32.0674,34.81792,סמטת אילון
POINT (34.82473 32.07025),1157546126,243031017,203,32.07023,34.82491,"הרא""ה"
POINT (34.8172 32.06769),835276728,310678673,2,32.06763,34.817,סמטת אילון
POINT (34.83175 32.04377),834544379,242898685,1,32.04375,34.83184,יהלום
POINT (34.82451 32.06907),1157546125,243031016,225,32.06904,34.82475,"הרא""ה"
POINT (34.81754 32.0676),835276728,310678674,4,32.06748,34.8175,סמטת אילון
POINT (34.83174 32.04345),834544379,242898684,5,32.04343,34.83181,יהלום
POINT (34.82442 32.0686),1157546125,243031015,231,32.06858,34.82459,"הרא""ה"
POINT (34.82451 32.06907),1157546125,243031029,223,32.06906,34.82464,"הרא""ה"
POINT (34.82439 32.06847),1157546125,243031030,233,32.06843,34.82459,"הרא""ה"
POINT (34.80452 32.09006),834557606,242898704,5,32.09006,34.80465,יהודית
POINT (34.82459 32.06943),1157546125,243031027,219,32.06938,34.82494,"הרא""ה"
POINT (34.80453 32.08994),834557606,242898705,7,32.08992,34.80466,יהודית
POINT (34.82452 32.06912),1157546125,243031028,192,32.06917,34.82424,"הרא""ה"
POINT (34.8045 32.09048),834815254,242898710,2,32.09048,34.80433,יהודית
POINT (34.82121 32.05139),835064560,242882585,26,32.05144,34.8213,יהושפט
POINT (34.82458 32.06942),1157546125,243031025,217,32.0694,34.82478,"הרא""ה"
POINT (34.8045 32.09046),834815254,242898711,1,32.09046,34.80461,יהודית
POINT (34.81904 32.04924),835091122,242882586,9,32.04934,34.819,יהושפט
POINT (34.82439 32.06847),1157546125,243031026,198,32.06846,34.82421,"הרא""ה"
POINT (34.82094 32.05018),835064560,242882583,18,32.05009,34.82106,יהושפט
POINT (34.82462 32.06958),1157546125,243031023,215,32.06953,34.82497,"הרא""ה"
POINT (34.8213 32.05114),835064560,242882584,24,32.05116,34.82144,יהושפט
POINT (34.8247 32.07006),1157546126,243031024,205,32.07005,34.82485,"הרא""ה"
POINT (34.80437 32.08951),834557606,242898698,10,32.08957,34.80421,יהודית
POINT (34.82119 32.05142),835064560,242882581,21,32.05136,34.82105,יהושפט
POINT (34.80441 32.08959),834557606,242898699,11,32.08956,34.8045,יהודית
POINT (34.82117 32.05043),835064560,242882582,20,32.05037,34.82131,יהושפט
POINT (34.80425 32.08927),834557606,242898696,15,32.08923,34.80435,יהודית
POINT (34.82134 32.05084),835064560,242882579,22,32.05085,34.82146,יהושפט
POINT (34.80423 32.08924),834557606,242898697,12,32.08929,34.80409,יהודית
POINT (34.82126 32.0506),835064560,242882580,17,32.05063,34.82116,יהושפט
POINT (34.80452 32.08993),834557606,242898702,6,32.08995,34.8044,יהודית
POINT (34.82099 32.05022),835064560,242882577,15,32.05028,34.82091,יהושפט
POINT (34.80449 32.08976),834557606,242898703,9,32.08975,34.80462,יהודית
POINT (34.82132 32.05106),835064560,242882578,19,32.05105,34.8212,יהושפט
POINT (34.80447 32.08971),834557606,242898700,8,32.08976,34.80431,יהודית
POINT (34.8247 32.07001),1157546125,243031031,207,32.06997,34.82505,"הרא""ה"
POINT (34.80433 32.08942),834557606,242898701,13,32.08938,34.80444,יהודית
POINT (34.816 32.09031),834580333,243045613,15,32.09034,34.81612,סטרומה
POINT (34.81588 32.09064),834580333,243045614,11,32.09067,34.81599,סטרומה
POINT (34.81594 32.09048),834580333,243045615,13,32.09051,34.81606,סטרומה
POINT (34.81583 32.09076),834580333,243045616,9,32.09079,34.81595,סטרומה
POINT (34.81606 32.09017),834580333,243045612,17,32.09022,34.81623,סטרומה
POINT (34.82867 32.07517),957226251,725590287,3א,32.07505,34.82868,תרצה
POINT (34.8045 32.09033),834815254,242898713,4,32.09033,34.80435,יהודית
POINT (34.82829 32.07514),957226251,725590288,8א,32.07528,34.82828,תרצה
POINT (34.80451 32.09025),834815254,242898712,3,32.09027,34.80463,יהודית
POINT (34.8285 32.07516),957226251,725590289,6א,32.07528,34.82849,תרצה
POINT (34.81577 32.09091),834580333,243045617,7,32.09094,34.81587,סטרומה
POINT (34.81587 32.09066),834580333,243045618,6,32.09063,34.81576,סטרומה
POINT (34.83171 32.06343),834808025,725590293,87א,32.06374,34.83171,פנחס רוטנברג
POINT (34.81597 32.0904),834580333,243045619,10,32.09035,34.81578,סטרומה
POINT (34.81605 32.09019),834580333,243045620,12,32.09016,34.81593,סטרומה
POINT (34.82771 32.07749),834543907,242898738,11,32.07751,34.82778,יהודית
POINT (34.82757 32.0779),834543907,242898739,5,32.07801,34.82799,יהודית
POINT (34.82763 32.07772),834543907,242898740,7,32.07783,34.82805,יהודית
POINT (34.82755 32.07794),834543907,242898741,3,32.07796,34.82764,יהודית
POINT (34.82773 32.07744),834543907,242898742,10,32.07741,34.8276,יהודית
POINT (34.82765 32.07766),834543907,242898743,9,32.07769,34.82775,יהודית
POINT (34.82373 32.07871),834728570,243160949,4,32.07862,34.82373,קרסקי
POINT (34.82354 32.07872),834728570,243160950,2,32.07854,34.82354,קרסקי
POINT (34.82432 32.0787),834728570,243160947,10,32.07858,34.82432,קרסקי
POINT (34.82389 32.07871),834728570,243160948,6,32.07861,34.82389,קרסקי
POINT (34.82347 32.07872),834728570,243160945,1,32.07881,34.82347,קרסקי
POINT (34.82375 32.07871),834728570,243160946,3,32.0788,34.82375,קרסקי
POINT (34.82412 32.0787),834728570,243160943,8,32.07856,34.82412,קרסקי
POINT (34.82427 32.0787),834728570,243160944,9,32.07881,34.82427,קרסקי
POINT (34.8131 32.08452),834746885,242849715,58,32.08463,34.81318,ביאליק
POINT (34.81289 32.08463),834746885,242849716,59,32.08453,34.81281,ביאליק
POINT (34.82441 32.0787),834816561,243160955,11,32.07882,34.82441,קרסקי
POINT (34.8127 32.08473),834746885,242849717,62,32.08484,34.81278,ביאליק
POINT (34.8275 32.07808),834543907,242898748,2,32.07804,34.82735,יהודית
POINT (34.81331 32.08441),834746885,242849718,55,32.0843,34.81323,ביאליק
POINT (34.82491 32.0787),834816561,243160953,14,32.0786,34.82491,קרסקי
POINT (34.82757 32.07789),834543907,242898747,4,32.07786,34.82743,יהודית
POINT (34.82487 32.0787),834816561,243160954,13,32.07878,34.82487,קרסקי
POINT (34.82761 32.07778),834543907,242898746,6,32.07774,34.82746,יהודית
POINT (34.82502 32.0787),834816561,243160951,15,32.07875,34.82502,קרסקי
POINT (34.82765 32.07766),834543907,242898745,8,32.07762,34.82751,יהודית
POINT (34.80652 32.08865),835024350,725590355,6א,32.08856,34.8066,אסף
POINT (34.82466 32.0787),834816561,243160952,12,32.07862,34.82466,קרסקי
POINT (34.8275 32.0781),834543907,242898744,1,32.07812,34.82758,יהודית
POINT (34.81841 32.08564),839098588,725590338,23א,32.08577,34.81804,שרת משה
POINT (34.81817 32.08533),839098588,725590339,18א,32.08526,34.81826,שרת משה
POINT (34.81806 32.08522),839098588,725590337,16א,32.08486,34.81836,שרת משה
POINT (34.83701 32.06915),834688206,243143940,3,32.06911,34.83712,יעבץ
POINT (34.837 32.06914),834688206,243143939,4,32.06916,34.83695,יעבץ
POINT (34.83672 32.06864),834688206,243143942,7,32.06859,34.83686,יעבץ
POINT (34.83688 32.06892),834688206,243143941,5,32.06889,34.83697,יעבץ
POINT (34.84622 32.07473),834579918,243143936,4,32.07468,34.84636,סמטת יעקב
POINT (34.84619 32.07467),834579918,243143938,2,32.07464,34.84627,סמטת יעקב
POINT (34.84623 32.07473),834579918,243143937,3,32.07477,34.84613,סמטת יעקב
POINT (34.80172 32.08939),970599988,242849770,155,32.0892,34.80159,ביאליק
POINT (34.80203 32.08922),970599987,242849769,147,32.08901,34.80187,ביאליק
POINT (34.80193 32.08928),970599987,242849768,156,32.08945,34.80204,ביאליק
POINT (34.8018 32.08935),970599988,242849767,158,32.08951,34.80193,ביאליק
POINT (34.83711 32.06932),834688206,243143943,2,32.06935,34.83703,יעבץ
POINT (34.83715 32.0694),834688206,243143944,1,32.06937,34.83722,יעבץ
POINT (34.83681 32.0688),834688206,243143945,6,32.06883,34.83673,יעבץ
POINT (34.8367 32.06859),834688206,243143946,8,32.06862,34.83661,יעבץ
POINT (34.80203 32.08922),970599987,242849771,154,32.08938,34.80216,ביאליק
POINT (34.82392 32.07871),834728570,243160942,5,32.0788,34.82392,קרסקי
POINT (34.8241 32.07871),834728570,243160941,7,32.0788,34.8241,קרסקי
POINT (34.82496 32.06585),834846035,725590341,29א,32.066,34.82499,חד נס
POINT (34.82613 32.06716),834819172,242829653,35,32.06715,34.82626,"החי""ל"
POINT (34.82616 32.06737),834819172,242829654,33,32.06739,34.82596,"החי""ל"
POINT (34.82325 32.07748),834465496,243078923,20,32.07748,34.82313,עוזיאל
POINT (34.81964 32.08163),835343538,242946047,21,32.08161,34.81973,הזיתים
POINT (34.82327 32.07783),834465496,243078919,13,32.07782,34.82339,עוזיאל
POINT (34.82325 32.07761),834465496,243078920,18,32.07761,34.82312,עוזיאל
POINT (34.82326 32.07774),834465496,243078921,16,32.07775,34.82315,עוזיאל
POINT (34.82325 32.07744),834465496,243078922,17,32.07744,34.82334,עוזיאל
POINT (34.8136 32.0881),883391170,242979000,28,32.08803,34.81349,התקוה
POINT (34.82324 32.07734),834465496,243078917,22,32.07734,34.82311,עוזיאל
POINT (34.82325 32.07759),834465496,243078918,15,32.07759,34.82336,עוזיאל
POINT (34.81349 32.08822),883391170,242979001,26,32.08815,34.81337,התקוה
POINT (34.83298 32.04853),834956498,243063862,3,32.04864,34.83302,אגוז
POINT (34.83336 32.04843),834956498,243063861,8,32.04833,34.83332,אגוז
POINT (34.83319 32.04847),834956498,243063860,6,32.04837,34.83315,אגוז
POINT (34.83281 32.04857),834956498,243063859,2,32.04846,34.83277,אגוז
POINT (34.83317 32.04848),834956498,243063858,5,32.04859,34.83321,אגוז
POINT (34.83277 32.04859),834956498,243063857,1,32.04868,34.83281,אגוז
POINT (34.835 32.06898),834885212,243045742,7,32.06894,34.83511,סורא
POINT (34.83493 32.06883),834885212,243045741,9,32.06879,34.83505,סורא
POINT (34.80406 32.08879),834557046,242898594,19,32.08876,34.80424,יהודית
POINT (34.80408 32.08892),834557046,242898595,17,32.08891,34.80423,יהודית
POINT (34.83483 32.06862),834885212,243045738,11,32.06858,34.83493,סורא
POINT (34.83482 32.0686),834885212,243045737,12,32.06856,34.83472,סורא
POINT (34.8349 32.06876),834885212,243045740,10,32.06879,34.83482,סורא
POINT (34.83499 32.06896),834885212,243045739,8,32.069,34.83488,סורא
POINT (34.82265 32.08907),1157495619,310651122,49,32.08907,34.82294,דרך דוד בן גוריון
POINT (34.82265 32.08908),1157495619,310651126,47,32.08908,34.8228,דרך דוד בן גוריון
POINT (34.82265 32.08931),1157495619,310651125,43,32.08931,34.82283,דרך דוד בן גוריון
POINT (34.82265 32.08922),1157495619,310651124,45,32.08922,34.8228,דרך דוד בן גוריון
POINT (34.82264 32.08879),1157495618,310651123,51,32.08878,34.82289,דרך דוד בן גוריון
POINT (34.82265 32.08923),1157495619,310651127,50,32.08923,34.82237,דרך דוד בן גוריון
POINT (34.83338 32.04843),834956498,243063863,7,32.04854,34.8334,אגוז
POINT (34.83301 32.04852),834956498,243063864,4,32.04842,34.83297,אגוז
POINT (34.82194 32.06267),834732576,243143845,10,32.06277,34.82187,לב הזהב
POINT (34.84891 32.05711),839439694,242882374,2,32.05705,34.84877,ספיר יוסף
POINT (34.82248 32.06308),834732576,243143846,5,32.06301,34.82262,לב הזהב
POINT (34.84902 32.05695),839439694,242882375,1,32.05709,34.8493,ספיר יוסף
POINT (34.82256 32.06324),834732576,243143843,3,32.0632,34.82268,לב הזהב
POINT (34.82228 32.06288),834732576,243143844,6,32.06297,34.82221,לב הזהב
POINT (34.84904 32.05693),839439694,242882373,4,32.05686,34.84891,ספיר יוסף
POINT (34.82246 32.06306),834732576,243143841,4,32.06311,34.82235,לב הזהב
POINT (34.82263 32.0634),834732576,243143842,1,32.06336,34.82276,לב הזהב
POINT (34.82234 32.06291),834732576,243143839,7,32.06282,34.82243,לב הזהב
POINT (34.8491 32.05683),839439694,242882376,6,32.05676,34.84898,ספיר יוסף
POINT (34.82257 32.06327),834732576,243143840,2,32.0633,34.82246,לב הזהב
POINT (34.82378 32.0815),835238563,242914077,10,32.08151,34.82357,יבנה
POINT (34.82221 32.06283),834732576,243143838,9,32.06273,34.82228,לב הזהב
POINT (34.82378 32.08152),835238563,242914084,8,32.08152,34.82364,יבנה
POINT (34.8238 32.08189),835238563,242914085,4,32.08189,34.82365,יבנה
POINT (34.82378 32.08159),835238563,242914082,9,32.08159,34.82393,יבנה
POINT (34.82379 32.08169),835238563,242914083,6,32.08169,34.82364,יבנה
POINT (34.82381 32.08206),835238563,242914080,3,32.08206,34.8239,יבנה
POINT (34.8238 32.08192),835238563,242914081,5,32.08191,34.82396,יבנה
POINT (34.82381 32.08225),835238563,242914078,1,32.08225,34.82392,יבנה
POINT (34.82381 32.08215),835238563,242914079,2,32.08215,34.82367,יבנה
POINT (34.83558 32.06558),835300554,243045659,17,32.06563,34.83568,עולי הגרדום
POINT (34.82847 32.07516),957226251,725590286,5א,32.07499,34.82849,תרצה
POINT (34.83563 32.0655),835300554,243045660,20,32.06545,34.83552,עולי הגרדום
POINT (34.82202 32.06272),834732576,243143848,11,32.06262,34.82209,לב הזהב
POINT (34.82379 32.08175),835238563,242914086,7,32.08175,34.82391,יבנה
POINT (34.82211 32.06278),834732576,243143847,8,32.06288,34.82204,לב הזהב
POINT (34.82378 32.0815),835238563,242914087,11,32.08149,34.82398,יבנה
POINT (34.83445 32.04551),835341542,243012361,4,32.04554,34.83431,גרופית
POINT (34.83466 32.04914),835345134,243063925,14,32.04918,34.83453,אגמון
POINT (34.83483 32.04943),835345134,243063924,10,32.04947,34.83471,אגמון
POINT (34.83474 32.04928),835345134,243063923,12,32.04933,34.83461,אגמון
POINT (34.82155 32.0553),834959104,242978976,2,32.05534,34.82142,חבקוק
POINT (34.83488 32.04952),835345134,243063922,1,32.0494,34.83517,אגמון
POINT (34.81953 32.08122),835343538,242946038,27,32.08105,34.8196,הזיתים
POINT (34.81959 32.08146),835343538,242946037,22,32.08148,34.81946,הזיתים
POINT (34.81486 32.05004),834881493,243012374,33,32.05005,34.81508,שלם
POINT (34.81953 32.08122),835343538,242946036,26,32.08118,34.81923,הזיתים
POINT (34.83453 32.04577),835341542,243012371,1,32.04575,34.83464,גרופית
POINT (34.83433 32.04503),835341542,243012370,10,32.04505,34.83421,גרופית
POINT (34.81486 32.05002),835334225,243012373,18,32.05002,34.81464,שלם
POINT (34.83439 32.04527),835341542,243012372,9,32.04525,34.83452,גרופית
POINT (34.83497 32.04967),835345134,243063928,6,32.04971,34.83485,אגמון
POINT (34.81992 32.08281),894107795,242946046,14,32.08233,34.81967,הזיתים
POINT (34.83435 32.04512),835341542,243012367,11,32.04509,34.83452,גרופית
POINT (34.83476 32.0493),835345134,243063929,3,32.04924,34.83489,אגמון
POINT (34.81992 32.08281),894107795,242946045,16,32.08217,34.81966,הזיתים
POINT (34.83448 32.04559),835341542,243012366,3,32.04556,34.83464,גרופית
POINT (34.83501 32.04973),835345134,243063926,4,32.04984,34.83493,אגמון
POINT (34.81964 32.08163),835343538,242946044,20,32.08165,34.81951,הזיתים
POINT (34.83437 32.04519),835341542,243012369,8,32.04521,34.83424,גרופית
POINT (34.83501 32.04973),835345134,243063927,2,32.04994,34.83495,אגמון
POINT (34.81961 32.08152),835343538,242946043,23,32.0815,34.8197,הזיתים
POINT (34.83441 32.04535),835341542,243012368,6,32.04538,34.83428,גרופית
POINT (34.83457 32.04899),835345134,243063932,16,32.04903,34.83444,אגמון
POINT (34.81956 32.08135),835343538,242946042,25,32.08133,34.81968,הזיתים
POINT (34.83442 32.04536),835341542,243012363,7,32.04533,34.83456,גרופית
POINT (34.81953 32.08122),835343538,242946041,28,32.08112,34.81938,הזיתים
POINT (34.83449 32.04566),835341542,243012362,2,32.04571,34.83425,גרופית
POINT (34.8346 32.04904),835345134,243063930,5,32.04897,34.83478,אגמון
POINT (34.81955 32.0813),835343538,242946040,24,32.08132,34.81943,הזיתים
POINT (34.83445 32.04549),835341542,243012365,5,32.04547,34.83457,גרופית
POINT (34.83492 32.04958),835345134,243063931,8,32.04963,34.8348,אגמון
POINT (34.81992 32.08281),894107795,242946039,18,32.082,34.8196,הזיתים
POINT (34.83433 32.04503),835341542,243012364,13,32.045,34.83448,גרופית
POINT (34.82392 32.05365),883984130,310665720,92,32.0539,34.8237,ברנשטיין פרץ
POINT (34.8238 32.05357),883984130,310665721,94,32.05387,34.82354,ברנשטיין פרץ
POINT (34.8238 32.05357),883984130,310665722,96,32.05382,34.82358,ברנשטיין פרץ
POINT (34.83125 32.04428),835359811,242963800,1,32.04442,34.83115,האלון
POINT (34.82392 32.05365),883984130,310665723,90,32.05396,34.82365,ברנשטיין פרץ
POINT (34.83147 32.04427),835359811,242963799,6,32.04415,34.83146,האלון
POINT (34.83166 32.04426),835359811,242963801,8,32.04414,34.83165,האלון
POINT (34.81194 32.08087),987703920,242848537,34,32.081,34.81205,ארלוזורוב
POINT (34.812 32.08084),987703920,242848538,32,32.0809,34.81217,ארלוזורוב
POINT (34.82906 32.06325),1111575022,243130328,2,32.06326,34.82891,מחניים
POINT (34.82972 32.05998),835341549,243115486,9,32.06011,34.82972,נווה יהושוע
POINT (34.82977 32.05998),835341549,243115485,14,32.05985,34.82978,נווה יהושוע
POINT (34.83125 32.04428),835359811,242963794,3,32.04443,34.83126,האלון
POINT (34.82961 32.05998),835341549,243115487,12,32.05983,34.82957,נווה יהושוע
POINT (34.83121 32.05996),835206945,243115482,24,32.05979,34.8312,נווה יהושוע
POINT (34.81916 32.08918),881448657,242900038,22,32.08922,34.81934,יוסף הגלילי
POINT (34.83128 32.04428),835359811,242963797,4,32.04417,34.83127,האלון
POINT (34.83128 32.05995),835206945,243115481,19,32.06009,34.8313,נווה יהושוע
POINT (34.81917 32.08913),881448657,242900039,23,32.08912,34.81906,יוסף הגלילי
POINT (34.83165 32.04426),835359811,242963798,7,32.04438,34.83166,האלון
POINT (34.83037 32.05998),835341549,243115484,18,32.05985,34.83037,נווה יהושוע
POINT (34.81913 32.0893),881448657,242900040,25,32.08928,34.819,יוסף הגלילי
POINT (34.83144 32.04427),835359811,242963795,5,32.04438,34.83145,האלון
POINT (34.83005 32.05998),835341549,243115483,16,32.05987,34.83006,נווה יהושוע
POINT (34.81908 32.0895),881448657,242900041,24,32.08954,34.81928,יוסף הגלילי
POINT (34.83125 32.04428),835359811,242963796,2,32.0442,34.83114,האלון
POINT (34.81495 32.08698),834894378,242997307,82,32.08698,34.815,הרצל
POINT (34.81827 32.04902),834581998,242900027,10,32.04886,34.81833,יהושפט
POINT (34.81837 32.04905),834581998,242900029,7,32.04915,34.81833,יהושפט
POINT (34.80271 32.09092),834961224,242814155,3,32.09083,34.80279,המלאכה
POINT (34.81872 32.04915),834581998,242900028,12,32.04903,34.81877,יהושפט
POINT (34.80264 32.09087),834961224,242814156,6,32.09099,34.80252,המלאכה
POINT (34.80288 32.09102),834961224,242814154,1,32.09093,34.80294,המלאכה
POINT (34.83465 32.05271),834883023,310694705,113,32.05258,34.83464,נווה אפעל
POINT (34.83304 32.05996),835343380,243115505,34,32.05985,34.83307,נווה יהושוע
POINT (34.81814 32.09397),881313274,310665679,140,32.09385,34.81826,דרך אבא הלל
POINT (34.81832 32.0941),881313274,310665680,142,32.09396,34.81846,דרך אבא הלל
POINT (34.83091 32.05997),834818345,243115499,22,32.05983,34.83091,נווה יהושוע
POINT (34.82047 32.04988),834732105,242899994,16,32.04977,34.82055,יהושפט
POINT (34.80642 32.08263),834834161,725591188,14,32.08272,34.80642,המתמיד
POINT (34.83089 32.05997),834818345,243115500,17,32.06024,34.8309,נווה יהושוע
POINT (34.83235 32.05994),834744279,243115497,30,32.05982,34.83235,נווה יהושוע
POINT (34.83063 32.05998),834818345,243115498,20,32.05985,34.83063,נווה יהושוע
POINT (34.82916 32.06),835083792,243115503,8,32.05984,34.82916,נווה יהושוע
POINT (34.82921 32.06),835083792,243115504,7,32.06019,34.82922,נווה יהושוע
POINT (34.82935 32.06),835083792,243115502,10,32.05984,34.82935,נווה יהושוע
POINT (34.83225 32.05994),834744279,243115495,25,32.06002,34.83225,נווה יהושוע
POINT (34.83272 32.05995),834744279,243115496,32,32.05979,34.83272,נווה יהושוע
POINT (34.82048 32.04988),834732105,242899997,13,32.04997,34.82042,יהושפט
POINT (34.83256 32.05995),834744279,243115493,27,32.06004,34.83256,נווה יהושוע
POINT (34.81993 32.04961),834732105,242899996,14,32.04949,34.82,יהושפט
POINT (34.83287 32.05995),834744279,243115494,29,32.06012,34.83287,נווה יהושוע
POINT (34.81988 32.04959),834732105,242899995,11,32.04967,34.81983,יהושפט
POINT (34.80661 32.08947),834903339,242881082,8,32.08939,34.80667,יואב
POINT (34.80655 32.08944),834903339,242881083,1,32.08961,34.80642,יואב
POINT (34.80627 32.08929),834903339,242881084,4,32.08919,34.80635,יואב
POINT (34.82906 32.06317),1111575022,243130325,3,32.06317,34.8292,מחניים
POINT (34.82907 32.06335),1111575022,243130326,1,32.06335,34.82917,מחניים
POINT (34.82906 32.06321),1111575022,243130327,4,32.06322,34.82884,מחניים
POINT (34.81177 32.08347),834696185,725591210,13א,32.08321,34.81224,נורדאו
POINT (34.83475 32.06085),834847176,243115522,43,32.06089,34.83443,נווה יהושוע
POINT (34.83475 32.06103),834847176,243115523,52,32.06103,34.83488,נווה יהושוע
POINT (34.83475 32.06102),834847176,243115524,45,32.06101,34.83458,נווה יהושוע
POINT (34.80681 32.08957),834903339,242881079,3,32.08986,34.8066,יואב
POINT (34.83496 32.0615),835237900,243115525,62,32.06141,34.83519,נווה יהושוע
POINT (34.80608 32.0892),834903339,242881078,2,32.08906,34.80618,יואב
POINT (34.8249 32.06756),834844049,725591218,27ב,32.0676,34.82504,"החי""ל"
POINT (34.83473 32.06078),834726372,243115526,50,32.06075,34.83485,נווה יהושוע
POINT (34.80648 32.0894),834903339,242881081,6,32.08931,34.80654,יואב
POINT (34.82488 32.06744),834844049,725591219,27א,32.06743,34.82501,"החי""ל"
POINT (34.80681 32.08957),834903339,242881080,10,32.08949,34.80687,יואב
POINT (34.81962 32.06694),834886399,242866988,11,32.06683,34.81952,גדעון
POINT (34.82025 32.06638),834886399,242866986,10,32.06645,34.8205,גדעון
POINT (34.8202 32.06646),834886399,242866987,5,32.06642,34.82009,גדעון
POINT (34.82014 32.06654),834886399,242866984,12,32.06661,34.82024,גדעון
POINT (34.81982 32.0668),834886399,242866985,9,32.06674,34.81976,גדעון
POINT (34.81502 32.09546),834688096,242913369,22,32.09532,34.81506,סמדר
POINT (34.82023 32.0661),834886399,242866983,6,32.06605,34.8204,גדעון
POINT (34.8148 32.09533),834688096,242913368,20,32.09523,34.81488,סמדר
POINT (34.8201 32.06578),834886399,242866982,2,32.06574,34.82024,גדעון
POINT (34.81494 32.09542),834688096,242913367,17,32.09552,34.81485,סמדר
POINT (34.81984 32.06679),834886399,242866981,14,32.06689,34.81993,גדעון
POINT (34.82027 32.06625),834886399,242866980,8,32.06623,34.82045,גדעון
POINT (34.82016 32.06594),834886399,242866979,4,32.0659,34.82029,גדעון
POINT (34.83158 32.07589),834580223,725591139,21,32.07598,34.83156,גולומב
POINT (34.83137 32.07586),834580223,725591138,19,32.07596,34.83135,גולומב
POINT (34.81918 32.06715),835234084,242866974,18,32.0673,34.81923,גדעון
POINT (34.81939 32.06707),835234084,242866973,16,32.06723,34.81948,גדעון
POINT (34.81913 32.06716),835234084,242866972,15,32.06701,34.81907,גדעון
POINT (34.81937 32.06708),835234084,242866971,13,32.06693,34.81929,גדעון
POINT (34.80492 32.0798),836374321,725591167,19א,32.07986,34.80539,שפירא
POINT (34.82238 32.09069),881448645,310665803,138,32.09042,34.82246,ז'בוטינסקי
